Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,geometry
083b,2,31,4162,BASILIX,BASILIX,Basilix,Basilix,145015.0,173606.0,B,83,GARE DE BERCHEM,POINT (145015 173606)
083b,2,32,4165,BOIS DES ILES,EILANDENHOUT,Bois des Îles,Eilandenhout,144767.0,173725.0,B,83,GARE DE BERCHEM,POINT (144767 173725)
083b,2,33,2845,GARE DE BERCHEM,STATION BERCHEM,Gare de Berchem,Station Berchem,144444.1,173552.2,B,83,GARE DE BERCHEM,POINT (144444.1 173552.2)
086b,1,1,3234,MACHTENS,MACHTENS,Machtens,Machtens,145215.0,171215.0,B,86,BOCKSTAEL,POINT (145215 171215)
086b,1,2,3238,CONDOR,CONDOR,Condor,Condor,145666.0,171335.0,B,86,BOCKSTAEL,POINT (145666 171335)
086b,1,3,3252,TAMARIS,TAMARISKEN,Tamaris,Tamarisken,145699.0,171170.0,B,86,BOCKSTAEL,POINT (145699 171170)
086b,1,4,3281,DUBOIS,DUBOIS,Dubois,Dubois,145981.0,171219.0,B,86,BOCKSTAEL,POINT (145981 171219)
086b,1,5,3282,JOSEPH BAECK,JOSEPH BAECK,Joseph Baeck,Joseph Baeck,146316.1,171294.5,B,86,BOCKSTAEL,POINT (146316.1 171294.5)
086b,1,6,3253,GARE DE L'OUEST,WESTSTATION,Gare de l'Ouest,Weststation,146686.0,170939.0,B,86,BOCKSTAEL,POINT (146686 170939)
086b,1,7,3257,QUATRE-VENTS,VIER WINDEN,Quatre-Vents,Vier Winden,146990.0,170976.0,B,86,BOCKSTAEL,POINT (146990 170976)
086b,1,8,4595,DUCHESSE BRABANT,HERTOGIN BRABANT,Duchesse de Brabant,Hertogin van Brabant,147293.7,171007.0,B,86,BOCKSTAEL,POINT (147293.7 171007)
086b,1,9,1242,ELEPHANT,OLIFANT,Éléphant,Olifant,147517.0,171285.0,B,86,BOCKSTAEL,POINT (147517 171285)
086b,1,10,6754,BORNE,PAAL,Borne,Paal,147662.0,171529.0,B,86,BOCKSTAEL,POINT (147662 171529)
086b,1,11,6755,COMTE DE FLANDRE,GRAAF VAN VLAAND.,Comte de Flandre,Graaf van Vlaanderen,147842.0,171736.0,B,86,BOCKSTAEL,POINT (147842 171736)
086b,1,12,4253,RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148080.0,172168.0,B,86,BOCKSTAEL,POINT (148080 172168)
086b,1,13,1351,AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148620.4,172547.0,B,86,BOCKSTAEL,POINT (148620.4 172547)
086b,1,14,1356,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148750.2,172800.7,B,86,BOCKSTAEL,POINT (148750.2 172800.7)
086b,1,15,2305,ENTREPOT,STAPELHUIS,Entrepôt,Stapelhuis,148905.0,173104.0,B,86,BOCKSTAEL,POINT (148905 173104)
086b,1,16,4252,DIEUDONNE LEFEVRE,DIEUDONNE LEFEVRE,Dieudonné Lefèvre,Dieudonné Lefèvre,148633.0,173393.0,B,86,BOCKSTAEL,POINT (148633 173393)
086b,1,17,4258,POUCHKINE,POESJKIN,Pouchkine,Poesjkin,148263.0,173411.0,B,86,BOCKSTAEL,POINT (148263 173411)
086b,1,18,4266,NEKKERSDAL,NEKKERSDAL,Nekkersdal,Nekkersdal,148463.0,173758.0,B,86,BOCKSTAEL,POINT (148463 173758)
086b,1,19,4127,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148564.0,173928.0,B,86,BOCKSTAEL,POINT (148564 173928)
086b,1,20,2558,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148492.0,174148.0,B,86,BOCKSTAEL,POINT (148492 174148)
086b,2,1,2558,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148492.0,174148.0,B,86,MACHTENS,POINT (148492 174148)
086b,2,2,4267,NEKKERSDAL,NEKKERSDAL,Nekkersdal,Nekkersdal,148420.0,173718.0,B,86,MACHTENS,POINT (148420 173718)
086b,2,3,4271,POUCHKINE,POESJKIN,Pouchkine,Poesjkin,148226.0,173380.0,B,86,MACHTENS,POINT (148226 173380)
086b,2,4,4217,DIEUDONNE LEFEVRE,DIEUDONNE LEFEVRE,Dieudonné Lefèvre,Dieudonné Lefèvre,148602.0,173404.0,B,86,MACHTENS,POINT (148602 173404)
086b,2,5,2370,ENTREPOT,STAPELHUIS,Entrepôt,Stapelhuis,148899.0,173137.0,B,86,MACHTENS,POINT (148899 173137)
086b,2,6,1348,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148696.7,172731.9,B,86,MACHTENS,POINT (148696.7 172731.9)
086b,2,7,1350,AVENUE DU PORT,HAVENLAAN,Avenue du Port,Havenlaan,148590.0,172515.0,B,86,MACHTENS,POINT (148590 172515)
086b,2,8,4213,RIBAUCOURT,RIBAUCOURT,Ribaucourt,Ribaucourt,148061.0,172166.0,B,86,MACHTENS,POINT (148061 172166)
086b,2,9,4214,MERCHTEM,MERCHTEM,Merchtem,Merchtem,147749.0,172003.0,B,86,MACHTENS,POINT (147749 172003)
086b,2,10,4074B,ETANGS NOIRS,ZWARTE VIJVERS,Étangs Noirs,Zwarte Vijvers,147559.0,171905.0,B,86,MACHTENS,POINT (147559 171905)
086b,2,11,6702,BORNE,PAAL,Borne,Paal,147637.0,171674.0,B,86,MACHTENS,POINT (147637 171674)
086b,2,12,6706,SAVONNERIE,ZEEPZIEDERIJ,Savonnerie,Zeepziederij,147369.0,171421.0,B,86,MACHTENS,POINT (147369 171421)
086b,2,13,4594,DUCHESSE BRABANT,HERTOGIN BRABANT,Duchesse de Brabant,Hertogin van Brabant,147187.8,171026.8,B,86,MACHTENS,POINT (147187.8 171026.8)
086b,2,14,3225,QUATRE-VENTS,VIER WINDEN,Quatre-Vents,Vier Winden,146959.0,170976.0,B,86,MACHTENS,POINT (146959 170976)
086b,2,15,3230,GARE DE L'OUEST,WESTSTATION,Gare de l'Ouest,Weststation,146635.0,170940.0,B,86,MACHTENS,POINT (146635 170940)
086b,2,16,3231,JOSEPH BAECK,JOSEPH BAECK,Joseph Baeck,Joseph Baeck,146302.0,171308.0,B,86,MACHTENS,POINT (146302 171308)
086b,2,17,3232,DUBOIS,DUBOIS,Dubois,Dubois,145958.0,171231.0,B,86,MACHTENS,POINT (145958 171231)
086b,2,18,3233,TAMARIS,TAMARISKEN,Tamaris,Tamarisken,145691.0,171184.0,B,86,MACHTENS,POINT (145691 171184)
086b,2,19,3234,MACHTENS,MACHTENS,Machtens,Machtens,145215.0,171215.0,B,86,MACHTENS,POINT (145215 171215)
087b,1,1,1183,SIMONIS,SIMONIS,Simonis,Simonis,147319.0,172553.0,B,87,BEEKKANT,POINT (147319 172553)
087b,1,2,4152,PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147094.0,172791.0,B,87,BEEKKANT,POINT (147094 172791)
087b,1,3,1303,RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146648.0,172961.0,B,87,BEEKKANT,POINT (146648 172961)
087b,1,4,4153,COLLEGE S.-COEUR,H. HARTCOLLEGE,Collège Sacré-Cœur,Heilig Hartcollege,146246.0,173077.0,B,87,BEEKKANT,POINT (146246 173077)
087b,1,5,4156,BEECKMANS,BEECKMANS,Beeckmans,Beeckmans,145912.7,173222.2,B,87,BEEKKANT,POINT (145912.7 173222.2)
087b,1,6,4157,SORENSEN,SORENSEN,Sorensen,Sorensen,146008.0,173409.0,B,87,BEEKKANT,POINT (146008 173409)
087b,1,7,4158,NEREUS,NEREUS,Nereus,Nereus,146083.0,173584.0,B,87,BEEKKANT,POINT (146083 173584)
087b,1,8,4163,LOWET,LOWET,Lowet,Lowet,145878.0,173765.0,B,87,BEEKKANT,POINT (145878 173765)
087b,1,9,4159,NEUBERGER,NEUBERGER,Neuberger,Neuberger,145671.0,173968.0,B,87,BEEKKANT,POINT (145671 173968)
087b,1,10,4160,HET VEROOST,HET VEROOST,Het Veroost,Het Veroost,145446.0,174211.0,B,87,BEEKKANT,POINT (145446 174211)
087b,1,11,4168,GANSHOREN-SPORT,GANSHOREN-SPORT,Ganshoren-Sport,Ganshoren-Sport,145223.0,174081.0,B,87,BEEKKANT,POINT (145223 174081)
087b,1,12,4169,CHOPIN,CHOPIN,Chopin,Chopin,145152.0,173810.0,B,87,BEEKKANT,POINT (145152 173810)
087b,1,13,4162,BASILIX,BASILIX,Basilix,Basilix,145015.0,173606.0,B,87,BEEKKANT,POINT (145015 173606)
087b,1,14,4165,BOIS DES ILES,EILANDENHOUT,Bois des Îles,Eilandenhout,144767.0,173725.0,B,87,BEEKKANT,POINT (144767 173725)
087b,1,15,2866,GARE DE BERCHEM,STATION BERCHEM,Gare de Berchem,Station Berchem,144455.5,173534.8,B,87,BEEKKANT,POINT (144455.5 173534.8)
087b,1,16,4002B,BERCHEM-SHOPPING,BERCHEM-SHOPPING,Berchem-Shopping,Berchem-Shopping,144594.3,173247.7,B,87,BEEKKANT,POINT (144594.3 173247.7)
087b,1,17,1099,PARC MONNET,MONNET-PARK,Parc Monnet,Monnet-park,144328.0,173294.0,B,87,BEEKKANT,POINT (144328 173294)
087b,1,18,1116,HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143871.0,172941.0,B,87,BEEKKANT,POINT (143871 172941)
087b,1,19,1102,SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144137.0,172703.0,B,87,BEEKKANT,POINT (144137 172703)
087b,1,20,4598,BROEK,BROEK,Broek,Broek,144285.0,172497.0,B,87,BEEKKANT,POINT (144285 172497)
087b,1,21,4599,MARICOLLES,MARICOLLEN,Maricolles,Maricollen,144320.0,172193.0,B,87,BEEKKANT,POINT (144320 172193)
087b,1,22,4600,CIMETIERES,BEGRAAFPLAATSEN,Cimetières,Begraafplaatsen,144452.0,171747.0,B,87,BEEKKANT,POINT (144452 171747)
087b,1,23,4601,ELBERS,ELBERS,Elbers,Elbers,144818.0,171652.0,B,87,BEEKKANT,POINT (144818 171652)
087b,1,24,4602,HOOGBOSCH,HOOGBOSCH,Hoogbosch,Hoogbosch,145068.0,171673.0,B,87,BEEKKANT,POINT (145068 171673)
087b,1,25,4658,THYM,TIJM,Thym,Tijm,145368.0,171815.0,B,87,BEEKKANT,POINT (145368 171815)
087b,1,26,4659,CANDRIES,CANDRIES,Candries,Candries,145599.0,171695.0,B,87,BEEKKANT,POINT (145599 171695)
087b,1,27,3238,CONDOR,CONDOR,Condor,Condor,145666.0,171335.0,B,87,BEEKKANT,POINT (145666 171335)
087b,1,28,3252,TAMARIS,TAMARISKEN,Tamaris,Tamarisken,145699.0,171170.0,B,87,BEEKKANT,POINT (145699 171170)
087b,1,29,3281,DUBOIS,DUBOIS,Dubois,Dubois,145981.0,171219.0,B,87,BEEKKANT,POINT (145981 171219)
087b,1,30,3282,JOSEPH BAECK,JOSEPH BAECK,Joseph Baeck,Joseph Baeck,146316.1,171294.5,B,87,BEEKKANT,POINT (146316.1 171294.5)
087b,1,31,4014,BEEKKANT,BEEKKANT,Beekkant,Beekkant,146807.0,171539.0,B,87,BEEKKANT,POINT (146807 171539)
087b,2,1,4014,BEEKKANT,BEEKKANT,Beekkant,Beekkant,146807.0,171539.0,B,87,SIMONIS,POINT (146807 171539)
087b,2,2,3231,JOSEPH BAECK,JOSEPH BAECK,Joseph Baeck,Joseph Baeck,146302.0,171308.0,B,87,SIMONIS,POINT (146302 171308)
087b,2,3,3232,DUBOIS,DUBOIS,Dubois,Dubois,145958.0,171231.0,B,87,SIMONIS,POINT (145958 171231)
087b,2,4,3233,TAMARIS,TAMARISKEN,Tamaris,Tamarisken,145691.0,171184.0,B,87,SIMONIS,POINT (145691 171184)
087b,2,5,3239,CONDOR,CONDOR,Condor,Condor,145676.0,171368.0,B,87,SIMONIS,POINT (145676 171368)
087b,2,6,3235,CANDRIES,CANDRIES,Candries,Candries,145610.0,171698.0,B,87,SIMONIS,POINT (145610 171698)
087b,2,7,3236,THYM,TIJM,Thym,Tijm,145406.0,171840.0,B,87,SIMONIS,POINT (145406 171840)
087b,2,8,4653,HOOGBOSCH,HOOGBOSCH,Hoogbosch,Hoogbosch,145051.0,171679.0,B,87,SIMONIS,POINT (145051 171679)
087b,2,9,4655,ELBERS,ELBERS,Elbers,Elbers,144805.0,171658.0,B,87,SIMONIS,POINT (144805 171658)
087b,2,10,4656,CIMETIERES,BEGRAAFPLAATSEN,Cimetières,Begraafplaatsen,144448.0,171768.0,B,87,SIMONIS,POINT (144448 171768)
087b,2,11,4657,MARICOLLES,MARICOLLEN,Maricolles,Maricollen,144328.0,172210.0,B,87,SIMONIS,POINT (144328 172210)
087b,2,12,4661B,BROEK,BROEK,Broek,Broek,144237.0,172553.0,B,87,SIMONIS,POINT (144237 172553)
087b,2,13,1193,SEPT ETOILES,ZEVEN STERREN,Sept Étoiles,Zeven Sterren,144091.0,172767.0,B,87,SIMONIS,POINT (144091 172767)
087b,2,14,1195,HUNDERENVELD,HUNDERENVELD,Hunderenveld,Hunderenveld,143846.0,172955.0,B,87,SIMONIS,POINT (143846 172955)
087b,2,15,1196,PARC MONNET,MONNET-PARK,Parc Monnet,Monnet-park,144372.0,173267.0,B,87,SIMONIS,POINT (144372 173267)
087b,2,16,4059,BERCHEM-SHOPPING,BERCHEM-SHOPPING,Berchem-Shopping,Berchem-Shopping,144551.0,173341.0,B,87,SIMONIS,POINT (144551 173341)
087b,2,17,2864,GARE DE BERCHEM,STATION BERCHEM,Gare de Berchem,Station Berchem,144511.4,173566.7,B,87,SIMONIS,POINT (144511.4 173566.7)
087b,2,18,4062,BOIS DES ILES,EILANDENHOUT,Bois des Îles,Eilandenhout,144812.0,173685.0,B,87,SIMONIS,POINT (144812 173685)
087b,2,19,4101,BASILIX,BASILIX,Basilix,Basilix,145044.0,173595.0,B,87,SIMONIS,POINT (145044 173595)
087b,2,20,4109,CHOPIN,CHOPIN,Chopin,Chopin,145171.0,173920.0,B,87,SIMONIS,POINT (145171 173920)
087b,2,21,4115,GANSHOREN-SPORT,GANSHOREN-SPORT,Ganshoren-Sport,Ganshoren-Sport,145236.0,174093.0,B,87,SIMONIS,POINT (145236 174093)
087b,2,22,4103,HET VEROOST,HET VEROOST,Het Veroost,Het Veroost,145463.0,174204.0,B,87,SIMONIS,POINT (145463 174204)
087b,2,23,4104,NEUBERGER,NEUBERGER,Neuberger,Neuberger,145630.0,173999.0,B,87,SIMONIS,POINT (145630 173999)
087b,2,24,4112,LOWET,LOWET,Lowet,Lowet,145887.0,173739.0,B,87,SIMONIS,POINT (145887 173739)
087b,2,25,4105,NEREUS,NEREUS,Nereus,Nereus,146084.0,173563.2,B,87,SIMONIS,POINT (146084 173563.2)
087b,2,26,4106,SORENSEN,SORENSEN,Sorensen,Sorensen,145975.0,173368.0,B,87,SIMONIS,POINT (145975 173368)
087b,2,27,4107,BEECKMANS,BEECKMANS,Beeckmans,Beeckmans,145892.3,173204.5,B,87,SIMONIS,POINT (145892.3 173204.5)
087b,2,28,4110,COLLEGE S.-COEUR,H. HARTCOLLEGE,Collège Sacré-Cœur,Heilig Hartcollege,146292.0,173101.0,B,87,SIMONIS,POINT (146292 173101)
087b,2,29,2519,RIETHUISEN,RIETHUISEN,Riethuisen,Riethuisen,146573.0,172989.0,B,87,SIMONIS,POINT (146573 172989)
087b,2,30,4116,PARC ELISABETH,ELISABETHPARK,Parc Élisabeth,Elisabethpark,147155.0,172744.0,B,87,SIMONIS,POINT (147155 172744)
087b,2,31,1112,SIMONIS,SIMONIS,Simonis,Simonis,147325.0,172509.0,B,87,SIMONIS,POINT (147325 172509)
088b,1,1,2828,DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,149059.0,171433.0,B,88,UZ-VUB,POINT (149059 171433)
088b,1,2,2830,ROGIER,ROGIER,Rogier,Rogier,149217.0,171637.0,B,88,UZ-VUB,POINT (149217 171637)
088b,1,3,1030,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149295.0,172271.0,B,88,UZ-VUB,POINT (149295 172271)
088b,1,4,1052,WTC,WTC,WTC,WTC,149071.0,172349.0,B,88,UZ-VUB,POINT (149071 172349)
088b,1,5,1051,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148964.0,172548.0,B,88,UZ-VUB,POINT (148964 172548)
088b,1,6,1356,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148750.2,172800.7,B,88,UZ-VUB,POINT (148750.2 172800.7)
088b,1,7,2305,ENTREPOT,STAPELHUIS,Entrepôt,Stapelhuis,148905.0,173104.0,B,88,UZ-VUB,POINT (148905 173104)
088b,1,8,4252,DIEUDONNE LEFEVRE,DIEUDONNE LEFEVRE,Dieudonné Lefèvre,Dieudonné Lefèvre,148633.0,173393.0,B,88,UZ-VUB,POINT (148633 173393)
088b,1,9,4258,POUCHKINE,POESJKIN,Pouchkine,Poesjkin,148263.0,173411.0,B,88,UZ-VUB,POINT (148263 173411)
088b,1,10,4266,NEKKERSDAL,NEKKERSDAL,Nekkersdal,Nekkersdal,148463.0,173758.0,B,88,UZ-VUB,POINT (148463 173758)
088b,1,11,4127,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148564.0,173928.0,B,88,UZ-VUB,POINT (148564 173928)
088b,1,12,2554,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148472.0,174143.0,B,88,UZ-VUB,POINT (148472 174143)
088b,1,13,2170,EMILE DELVA,EMILE DELVA,Emile Delva,Emile Delva,148123.0,174066.0,B,88,UZ-VUB,POINT (148123 174066)
088b,1,14,2863,JACOBS FONTAINE,JACOBS FONTAINE,Jacobs Fontaine,Jacobs Fontaine,148167.0,174271.0,B,88,UZ-VUB,POINT (148167 174271)
088b,1,15,6173,PRINCE LEOPOLD,PRINS LEOPOLD,Prince Léopold,Prins Leopold,148100.0,174754.0,B,88,UZ-VUB,POINT (148100 174754)
088b,1,16,5295,DUYSBURGH,DUYSBURGH,Duysburgh,Duysburgh,147895.0,174776.0,B,88,UZ-VUB,POINT (147895 174776)
088b,1,17,2859,GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147653.0,174663.0,B,88,UZ-VUB,POINT (147653 174663)
088b,1,18,2877,CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147586.0,174382.0,B,88,UZ-VUB,POINT (147586 174382)
088b,1,19,6869,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147305.9,174418.9,B,88,UZ-VUB,POINT (147305.9 174418.9)
088b,1,20,2871,LORGE,LORGE,Lorge,Lorge,147354.0,174670.0,B,88,UZ-VUB,POINT (147354 174670)
088b,1,21,2873,CROCQ,CROCQ,Crocq,Crocq,147288.1,174930.4,B,88,UZ-VUB,POINT (147288.1 174930.4)
088b,1,22,1467,HOP. DES ENFANTS,KINDERZIEKENHUIS,Hôpital des Enfants,Kinderziekenhuis,147102.8,175358.0,B,88,UZ-VUB,POINT (147102.8 175358)
088b,1,23,2164,BOULE ET BILL,BOLLIE EN BILLIE,Boule et Bill,Bollie en Billie,146731.7,175452.0,B,88,UZ-VUB,POINT (146731.7 175452)
088b,1,24,2850,AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146272.0,175504.0,B,88,UZ-VUB,POINT (146272 175504)
088b,1,25,1328,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146058.5,175835.0,B,88,UZ-VUB,POINT (146058.5 175835)
088b,1,26,1721,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145809.7,175505.8,B,88,UZ-VUB,POINT (145809.7 175505.8)
088b,1,27,1722,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145942.0,175117.0,B,88,UZ-VUB,POINT (145942 175117)
088b,1,28,1727,UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145769.0,175067.0,B,88,UZ-VUB,POINT (145769 175067)
088b,2,1,1732,UZ-VUB,UZ-VUB,UZ-VUB,UZ-VUB,145792.0,175041.0,B,88,DE BROUCKERE,POINT (145792 175041)
088b,2,2,1743,UZ BRUSSEL,UZ BRUSSEL,UZ Brussel,UZ Brussel,145968.0,175154.0,B,88,DE BROUCKERE,POINT (145968 175154)
088b,2,3,1744,UZ-PEDIATRIE,UZ-PEDIATRIE,UZ-Pédiatrie,UZ-Pediatrie,145824.1,175484.2,B,88,DE BROUCKERE,POINT (145824.1 175484.2)
088b,2,4,1334,ARBRE BALLON,DIKKE BEUK,Arbre Ballon,Dikke Beuk,146148.5,175809.4,B,88,DE BROUCKERE,POINT (146148.5 175809.4)
088b,2,5,2849,AUDREY HEPBURN,AUDREY HEPBURN,Audrey Hepburn,Audrey Hepburn,146342.3,175481.8,B,88,DE BROUCKERE,POINT (146342.3 175481.8)
088b,2,6,2163,BOULE ET BILL,BOLLIE EN BILLIE,Boule et Bill,Bollie en Billie,146755.7,175455.9,B,88,DE BROUCKERE,POINT (146755.7 175455.9)
088b,2,7,1466,HOP. DES ENFANTS,KINDERZIEKENHUIS,Hôpital des Enfants,Kinderziekenhuis,147123.7,175285.7,B,88,DE BROUCKERE,POINT (147123.7 175285.7)
088b,2,8,4251,CROCQ,CROCQ,Crocq,Crocq,147247.0,174996.0,B,88,DE BROUCKERE,POINT (147247 174996)
088b,2,9,2803,LORGE,LORGE,Lorge,Lorge,147335.0,174722.0,B,88,DE BROUCKERE,POINT (147335 174722)
088b,2,10,6800,GARE DE JETTE,STATION JETTE,Gare de Jette,Station Jette,147279.0,174430.0,B,88,DE BROUCKERE,POINT (147279 174430)
088b,2,11,2805,CIM. DE JETTE,KERKH. VAN JETTE,Cimetière de Jette,Kerkhof van Jette,147537.0,174328.0,B,88,DE BROUCKERE,POINT (147537 174328)
088b,2,12,1788,GUILL. DE GREEF,GUILL. DE GREEF,Guillaume De Greef,Guillaume De Greef,147673.0,174671.0,B,88,DE BROUCKERE,POINT (147673 174671)
088b,2,13,2807,PRINCE LEOPOLD,PRINS LEOPOLD,Prince Léopold,Prins Leopold,148074.0,174691.0,B,88,DE BROUCKERE,POINT (148074 174691)
088b,2,14,2808,JACOBS FONTAINE,JACOBS FONTAINE,Jacobs Fontaine,Jacobs Fontaine,148152.0,174256.0,B,88,DE BROUCKERE,POINT (148152 174256)
088b,2,15,2171,EMILE DELVA,EMILE DELVA,Emile Delva,Emile Delva,148129.5,174059.9,B,88,DE BROUCKERE,POINT (148129.5 174059.9)
088b,2,16,2547,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148524.0,174141.0,B,88,DE BROUCKERE,POINT (148524 174141)
088b,2,17,4125,BOCKSTAEL,BOCKSTAEL,Bockstael,Bockstael,148553.0,173943.0,B,88,DE BROUCKERE,POINT (148553 173943)
088b,2,18,4267,NEKKERSDAL,NEKKERSDAL,Nekkersdal,Nekkersdal,148420.0,173718.0,B,88,DE BROUCKERE,POINT (148420 173718)
088b,2,19,4271,POUCHKINE,POESJKIN,Pouchkine,Poesjkin,148226.0,173380.0,B,88,DE BROUCKERE,POINT (148226 173380)
088b,2,20,4217,DIEUDONNE LEFEVRE,DIEUDONNE LEFEVRE,Dieudonné Lefèvre,Dieudonné Lefèvre,148602.0,173404.0,B,88,DE BROUCKERE,POINT (148602 173404)
088b,2,21,2370,ENTREPOT,STAPELHUIS,Entrepôt,Stapelhuis,148899.0,173137.0,B,88,DE BROUCKERE,POINT (148899 173137)
088b,2,22,1349,TOUR ET TAXIS,THURN EN TAXIS,Tour et Taxis,Thurn en Taxis,148758.0,172745.0,B,88,DE BROUCKERE,POINT (148758 172745)
088b,2,23,1016,WILLEBROEK,WILLEBROEK,Willebroek,Willebroek,148947.0,172547.0,B,88,DE BROUCKERE,POINT (148947 172547)
088b,2,24,1024,WTC,WTC,WTC,WTC,149057.0,172310.0,B,88,DE BROUCKERE,POINT (149057 172310)
088b,2,25,1083,GARE DU NORD,NOORDSTATION,Gare du Nord,Noordstation,149306.0,172222.0,B,88,DE BROUCKERE,POINT (149306 172222)
088b,2,26,1904,ROGIER,ROGIER,Rogier,Rogier,149263.8,171686.9,B,88,DE BROUCKERE,POINT (149263.8 171686.9)
088b,2,27,2838,DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148955.5,171354.5,B,88,DE BROUCKERE,POINT (148955.5 171354.5)
089b,1,1,1203,WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144044.0,169738.0,B,89,GARE CENTRALE,POINT (144044 169738)
089b,1,2,2648,WESTLAND SHOPPING,WESTLAND SHOPPING,Westland Shopping,Westland Shopping,144297.0,169688.8,B,89,GARE CENTRALE,POINT (144297 169688.8)
089b,1,3,1204,FRUITS,FRUIT,Fruits,Fruit,144473.0,169665.0,B,89,GARE CENTRALE,POINT (144473 169665)
089b,1,4,1205,WILLEMYNS,WILLEMYNS,Willemyns,Willemyns,144914.0,169873.0,B,89,GARE CENTRALE,POINT (144914 169873)
089b,1,5,1206,PETERBOS,PETERBOS,Peterbos,Peterbos,144890.0,170228.0,B,89,GARE CENTRALE,POINT (144890 170228)
089b,1,6,1207,PAULSEN,PAULSEN,Paulsen,Paulsen,145192.0,170343.0,B,89,GARE CENTRALE,POINT (145192 170343)
089b,1,7,2748,PRINCE DE LIEGE,PRINS VAN LUIK,Prince de Liège,Prins van Luik,145107.0,170697.0,B,89,GARE CENTRALE,POINT (145107 170697)
089b,1,8,2754,RUE DE L'OBUS,BOMSTRAAT,Rue de l'Obus,Bomstraat,145469.0,170770.0,B,89,GARE CENTRALE,POINT (145469 170770)
089b,1,9,2776,SCHEUT,SCHEUT,Scheut,Scheut,145789.0,170756.0,B,89,GARE CENTRALE,POINT (145789 170756)
089b,1,10,2784,VETERANS COLON.,KOLON. VETERANEN,Veterans Coloniaux,Koloniale Veteranen,146100.4,170349.9,B,89,GARE CENTRALE,POINT (146100.4 170349.9)
089b,1,11,2782,JACQUES BREL,JACQUES BREL,Jacques Brel,Jacques Brel,146413.9,170258.6,B,89,GARE CENTRALE,POINT (146413.9 170258.6)
089b,1,12,1178,DELACROIX,DELACROIX,Delacroix,Delacroix,146801.0,170614.0,B,89,GARE CENTRALE,POINT (146801 170614)
089b,1,13,4595,DUCHESSE BRABANT,HERTOGIN BRABANT,Duchesse de Brabant,Hertogin van Brabant,147293.7,171007.0,B,89,GARE CENTRALE,POINT (147293.7 171007)
089b,1,14,6648,TRIANGLE,DRIEHOEK,Triangle,Driehoek,147600.5,171063.8,B,89,GARE CENTRALE,POINT (147600.5 171063.8)
089b,1,15,3259B,PORTE DE NINOVE,NINOOFSEPOORT,Porte de Ninove,Ninoofsepoort,147889.9,171119.4,B,89,GARE CENTRALE,POINT (147889.9 171119.4)
089b,1,16,3260,PORTE DE FLANDRE,VLAAMSEPOORT,Porte de Flandre,Vlaamsepoort,148128.0,171375.0,B,89,GARE CENTRALE,POINT (148128 171375)
089b,1,17,3261,DANSAERT,DANSAERT,Dansaert,Dansaert,148334.0,171182.0,B,89,GARE CENTRALE,POINT (148334 171182)
089b,1,18,1894,BOURSE,BEURS,Bourse,Beurs,148588.6,170988.6,B,89,GARE CENTRALE,POINT (148588.6 170988.6)
089b,1,19,1820,DE BROUCKERE,DE BROUCKERE,De Brouckère,De Brouckère,148771.0,171120.0,B,89,GARE CENTRALE,POINT (148771 171120)
089b,1,20,2296,ARENBERG,ARENBERG,Arenberg,Arenberg,149136.0,170863.0,B,89,GARE CENTRALE,POINT (149136 170863)
